,Feedback,Category,Confidence
18,i love this dress because its very playful and bouncy it put me in a light hearted mood when i wear it i originally want to buy the grey color but my store only have the navy so i try it on the navy be brighter and more colorful than it look on line and the strip be more vary in color than in the picture so its quite appeal and vibrant the line of the dress be also quite flatter all in all its a fun dress,perfect dress,0.5370943546295166
19,flatter this dress be comfortable as well as flatter which do not happen very often look good with navy tights too,comfortable flatter,0.7122395038604736
20,cute dress base on some review i decide to get the regular xs even tho i be an xs petite lb c i find the fit to be flatter fit enough but not too loose or tight the length be perfect and work appropriate and the material have some weight to it the grey one be colorful and cute the only problem be the bagginess of the arm very unflattering if i push the sleeves up it hide the bagginess a little but i would like to have the option to wear the dress with long sleeves s,perfect dress,0.4114142656326294
21,love this dress i go to my local store and they only have the blue dress in stock i have see it online and i didn t expect to like the blue one i try it on anyway and it be adorable i struggle to choose but i order the gray one at the store and they ship it directly to me it arrive quickly and i love it,perfect dress,0.4809052646160126
22,not a fan childish i think that it look like it belong on a year old i can almost see why they style the model in what look like ankle sock ready for cheerlead for reference it fit true to size but be very short i be and try on a regular small it be at least inch above my knee,petite size,0.3889577090740204
23,i love this dress when i saw it however the fit be way off i be lbs and the small be way too big from the waist down when the xs arrive i be sure it would be perfect unfortunately the waist hit way too high above my rib cage and the dress be too short it be as if it be a petite size i be very disappoint as this be such a pretty easy dress to just throw on for school unfortunately neither size look right on me and i have to return both the material be also not the s,perfect dress,0.5013560056686401
24,,No text to anlalyse,1.0
25,gorgeous quality knit i be lucky enough to get a hold of this intarsia sweater dress after the sale and i wish i have purchase this the first time round it be absolutely stun flatter comfortable and unique i be and the regular hem fit me just fine at the ankles i think this dress run both tts to a bite large so i would size down if your small frame and stay your usual if your busty or broad shoulder perfectly complement my taupe booties that i already own and a my taupe maxi sweater that have,perfect dress,0.533161461353302
26,flatter very slimming lovely dress a nice addition to your fall winter wardrobe the embroidery be lovely fabric soft and comfortable size perfectly so happy with this beautiful black dress,perfect dress,0.6098188161849976
27,nice casual tunic dress comfortable t eh fabric be very soft the embroidery add a little to the otherwise plain black tunic lace up neck on trend too i order the xxs p as it be likely loose that be just fine for me xs p would have be not as flatter theo nly problem with that be the sleeves then become a little more snug workout arm not too snug that i can t wear the dress but decide not to keep it only because there be way too many things i like at retailer and have to pick in my wish lis,perfect dress,0.4437503516674042
28,i m in love i love this shirtdress the lace and collar design pop off the black super comfortable and love that it have pocket a keeper this one not go back ever i be and lbs and the fit perfect the length come above my knee so most likely i will be wear tights or skinny s underneath,perfect dress,0.4451945722103119
29,great dress i be pound and order the petite it fit perfectly and be very flatter the embroidery and lace up neckline thing be really awesome it give the dress some character i be also a fan of the roll up sleeves i wish it come in other color because i would certainly order more than one the one and only potentially negative aspect and i say potential because i m not sure if its an issue or not as i haven t wear wash it yet be it appear to be something that i may have to iron,perfect dress,0.5689393281936646
30,the perfect fall dress order this dress online and wasn t sure about the criss cross neckline feature but i love it it s absolutely adorable and unbelievably comfortable the fabric be very soft and lay nicely without feel too baggy or frumpy the embroidery be beautiful i m wear it to a fall event in october and pair it with my favorite cowboy boot but it would also look great with flats heel or booties totally in love with this dress,perfect dress,0.3890458345413208
31,adorable comfortable flatter this have it all i be not shop for a dress and somehow come home with this in person the material and embroidery be just so stun that i find myself pick it up i be sell after try it on the material be very soft both feel and look extremely high quality and for a basic shirtdress it be amazingly flatter follow curve without cling to them i m lbs usually wear a small in top dress purchase the size which fit perfectly i m slightly chesty d so sometimes ha,comfortable flatter,0.6306155323982239
32,love this dress it be super flatter and the embroidery be beautiful,perfect dress,0.6426833868026733
33,could be a bite shorter great material a bite loose in the middle lower half doesn t belt well it could be shorter consider alterations i m the model be so yeah shorter would be cute,loose bite,0.5284624099731445
34,love it great dress wish it come it more color would like to buy another one i be size small be perfect unlike one of the previous reviewers i do not think it be too clingy maybe she need to size up very versital cute with a jean jacket or long lightweight scarf booties or sandals,perfect dress,0.4706949293613434
35,this dress be perfect for spring and early summer it have some weight to it and so it drape beautifully it be very well make and the fabric be good quality the color be a medium color gray much prettier than in the picture i wear a small in most retailer dress and this fit perfectly in a small it hug in all the right place and skim from the hips just like in the picture the length be just as it look on the model i be,perfect dress,0.6110126972198486
36,lovely gem i ve pass this dress by a number of time online but order it on a whim on the mother day promo base on the review i order my regular size medium it fit perfectly i do think the cut be on the trim side but it isn t tight or fit i probably couldn t eat a big meal in this though as it would probably show in this dress the fabric be buttery soft the button placket down the front be very clean and lay flat there be two side pleat that be a different fabric and be ever so,perfect dress,0.4923015832901001
37,want to love but try on this maxi dress recently hop i would have a new dress to enjoy but the frabic be just too thin so sad unfortunately it show every lump and bump and even wear spanx while try on it still show too much a full length slip would help but i decide to put it back,perfect dress,0.3783210217952728
38,absolutely love love this dress it be so comfortable and fall perfectly the material be great and you can dress it up or wear it casually if it have more color i would get it it in any color it come in,perfect dress,0.5912832021713257
39,elegant comfort i buy this dress with my birthday gift and i do not regret it it s so soft and feel like pure comfort but the detail little metal button down the front the vent pleat on the side make it feel special i receive many compliment and i would urge you to get this one if you be seek comfort it be pretty true to size and because i m an average height i wear a small block heel with it,perfect dress,0.5923416018486023
40,cute and decent make someone return my size so i get to try it on in store the cut be very flatter the material be stretchy the lace part be nicely make too overall great piece the petite waist do hit me a little higher than on model i have a regular torso and short legs and overall usually need petite,petite size,0.46885132789611816
41,nice winter dress great dress fit perfectly warm for the winter i live in florida it will be great if we get a winter next year very comfortable and easy to wear,perfect dress,0.6281147003173828
42,versatile comfortable dress this dress be comfortable and versatile one could wear it to the office or to a social event day to night i didn t find the size to run as large as some of the other reviewers do i felt it be true to size it be not line so you would need a slip under it if you wear it with tights or nylons otherwise the skirt will cling,perfect dress,0.47649601101875305
43,beutiful dress decent quality i be pound m be too big run slightly large,perfect dress,0.556665301322937
44,truly beautiful dress i m an avid retailer shopper i buy this dress for my niece her style tend to run bohemian gothic the style fabric and overall design quality of this dress be something i felt she would like even though the color be not black she love it perfect fit she accessorized it with her usual biker moto jacket boot etc but it look awesome on her,perfect dress,0.6256458163261414
45,gorgeous detail i never write review but this dress be so fantastic i felt compel to write one it have unbelievably gorgeous detail from delicate bead and sequins on the bodice to the three layer of the skirt slip floral pattern pleat i literally feel like a princess greek muse in this dress can t recommend it enough true to size i m and lb and get a size,perfect dress,0.5998190641403198
46,perfect sweater dress to brighten up winter this dress be really fun and easy to wear all winter the color be really easy to pair and like the last reviewer mention i love the sheer sleeves i be very worry about the comfort of the fabric because most sweater dress always fail this dress be extremely comfortable to wear it be not scratchy at all it be soft and comfortable for winter even indoors with the build s heat blast away the dress will fit the size you normally wear however it may show lump and bump i would,perfect dress,0.6033546924591064
47,lovely sweater dress this sweater dress be beautifully unique in that it have lovely sheer sleeves to dress it up but it s make of a soft sweater material that feel comfortable warm and wintry at the same time it do run true to size i order a small and lbs knit and knot have come up with some killer sweater dress this season,perfect dress,0.5809926986694336
48,classic a wardrobe addition to dress up or dress down the sheer sleeves be a nice detail i m and the length hit me at the knee,sheer sleeves,0.5647056102752686
49,slightly disagree with others i wear this dress for christmas and agree that it be beautiful i receive many compliment while i agree that this sweater dress be beautiful i m a little worry about the quality after just a day of wear it it seem to have lose it s shape the bottom hem of the dress look stretch out and it sag slightly all over i m lbs and my typical size be a m and the dress fit perfectly initially but not so much by christmas dinner i m not give up on it because i be still,perfect dress,0.5214462280273438
50,beautiful dress this dress be absolutely beautiful the grey be more vibrant in real life than the picture suggest and the maroon red be perfect for fall and winter seriously this be not your typical sweater dress the sheer sleeves elevate it to a whole other level it come to just above the knee on my frame it be a bite looser on top i m c and more form fit around the hips but not tight or clingy and so comfortable i be lbs and take my usual small so i think it run true to size the sl,perfect dress,0.5864254832267761
51,quality and look make it a winner nice quality soft fabric sleeves definitely make a unique statement the fit work for me although it could have more room in hips for my hourglass figure get m size l be way too big i be d but the dress can definitely accomodate bigger chest the color be my favorites in this season wear it to stand out,perfect dress,0.5645726919174194
52,lovely long loose i want to buy my usual mp but be sell out and so be normal m i get the regular l and it fit like a shift dress and do not enhance my curve it look like a luxurious knit sack but i mean that in a good way it be very comfortable do not cling and reach just below my knees i do worry about the stretch factor as other reviewers have note but since i just receive it we will see i do not like the sheer sleeves i wish i could take them off i do not like the button loop at the,comfortable flatter,0.41553738713264465
53,i try this on in my regular size and a size up just didn t work in either the attach slip bunch underneath and the material be rough i do not purchase it,same size,0.3074585199356079
54,no just no i want to love this couldn t wait for it to arrive unfortunately it doesn t look anything like the picture i usually wear a m l in hold horse so i order a l but as soon as i hold it up i notice it be ridiculously large the fabric be on the heavy side so the dress just hang in a very unflattering way and it be extremely shimmery i love velvet but the texture and sheen of this dress be just over the top sadly it be go back,perfect dress,0.47756293416023254
55,gorgeous for fall i buy the light grey color the dress in the photo do not look a thing like the dress in person it do not look grey at all but more of a light teal light blue it be absolutely gorgeous and have a slight swing shape i take my normal size xs the end of the sleeves where the button be be very tight but still fit you just have to be careful take off or else undo the button also online inventory say no one have this in store but i do end up find it rockefeller,perfect dress,0.5506720542907715
56,not quite the right fit on the hanger this look like a great lbd on me not quite the bell shape of this dress make it appear that i be carry extra weight in the middle for reference i try a p and i m and a,perfect dress,0.41378140449523926
57,picture mislead i order this and there be just so much fabric in the picture i think it be pin in the back in the main photo to make it look more streamline definitely a miss,nice fabric,0.4336059093475342
58,cute this dress be cute i order my regular xs which be too large but like it enough to exchange for an xs petite and hopefully the fit will be better the xs be much too wide and come past my knee i m and for reference the grey be very pretty and be blueish gray very misty and unique the pocket be awesome and i like that it s line in a fine poly that shouldn t cling to tights etc in the winter if you can find a size that fit you buy it,perfect dress,0.48728424310684204
59,cute but run large i be really hop this dress would work out as it look like it could be a staple outfit for work the material be very nice but unfortunately the dress be way too big there be a band right under the chest that i would think should be somewhat fit to give the dress some shape to your figure but it be wayyy to big on me especially consider i be large chested i will be return this,perfect dress,0.4611431956291199
60,great with leggings this dress be too short for me to wear as a dress at and over however be be great with leggings and boot it drape nicely not over size like many dress this style the color be more earthy than picture it s actually nicer in person than online and it have a wonderful texture to it i be draw to it when i walk in the store they have it on display under s short crop jacket and boot,perfect dress,0.6258711814880371
61,a shirtdress that swing this be a really cute and flatter dress on me i be lbs and the be a perfect fit i be a little busty but the empire seam bring the dress back in slightly below my chest so it do not tent out the asymmetrical hem make it really flowy when you walk the under dress be a lightweight fabric in a sheath cut that be shorter than the over dress which be a fun detail the over dress material be somewhat gauzy and it move as you move the pocket be position in the front which be a,perfect dress,0.631610631942749
62,classic very comfortable to wear you can wear it any season it run true to size nice fabric it amp s a simple black dress love it,perfect dress,0.6031638383865356
63,enormous i order a size the dress be extremely large i be and weigh i guess you really must be like the model to wear this dress such a shame,perfect dress,0.4898747205734253
64,not my kind of fit i want a comfortable and loose casual dress i like the picture and decide to give it a try the dress turn out to be too loose i get size after check the measurements chart i m lb and usually wear s i could practically wrap myself in this dress besides it look a bite too long well i m not as tall as the model in the photos and i don t like wear high heel the material look fade not as bright as in the picture i like distress and vintage style but this,perfect dress,0.5060633420944214
65,wonderful but button issue this dress just feel and look amaze i love how it isn t too short like a lot of new style i think it will be wonderful with leggings or tights in the winter i also love the plaid cuff detail the only drawback be the button need to be reinforce i get home and realize one button be miss i go to the store to swap for a new one and when i go to cuff the arm button pop off,perfect dress,0.4661136865615845
66,why isn t this dress sell out it be such a pretty dress the pics don t do this dress any justice the cut and style be so flatter the color be gorgeous you can wear it on a cool even in summer and well into fall i absolutely love this dress even if the material appear a bite rough there be a slip underneath,perfect dress,0.5283665657043457
67,velvet crush this dress be so soft and cozy and pretty love the shine and interest sheen whenever you move very comfortable and look great with a variety of layer i want to buy more color but right now i just have the mauve order size m and i m,perfect dress,0.48889005184173584
68,babydoll the colour be gorgeous but it s basically a baby doll dress it look like the waist be much lower on the model but for my height and large chest it fell like a baby doll or a maternity dress not flatter pocket be a nice touch though,perfect dress,0.5324267148971558
69,versitle i order this online with out try it on the store it do hang a teeny bite loser than in the photo of the model but in my opinion doesn t look bad plus i m not a model what i do be put a thick belt on and it just bring the dress to a new level love it with a belt i be an art teacher and it be perfect for work and then go out after with friends the school be not secular so the skirt must be long enough it hit right above my knees in the front as well as the sleeves i ag,perfect dress,0.46629610657691956
70,classic and comfort this dress be gorgeous yet sturdy it be all about the lace size regular fit my chest area well and i like the midi look i be ft in b waist hips whether regular or petite size when i walk or turn the pleat add too much volume and look overwhelm and no shape i try it with a belt and it look better but look odd because the pleat poofed at the belt area i try with a sweater jacket then finally give up it would look gorgeous on a tall thin gal,perfect dress,0.5848017334938049
71,babydoll rock and roll this dress be modern yet timeless cute yet rock and roll if wear with boot i be b waist hips and size regular s fit well i like regular size because it be longer in the torso lengthen waist for a belt and the length be right above the knees appropriate for work the bust area fit me perfectly so well endow ladies may want up a size i be into grey now but all color be gorgeous love the sheen color be true like show star off for hi price for a simple dress,perfect dress,0.5392534732818604
72,great fall dress i try this dress on in the store i wear either a s or xs in retailer clothe its loose fit so i go with the xs the arm hole be tight but have very cute button if you look closely at the picture you can also roll the sleeves up and there be a coordinate plaid underneath which add a nice touch great length not too short or too long the grey color be much prettier in person i felt it have a little more of a blue tint for reference i be lbs and b,perfect dress,0.5356401801109314
73,classic and classy i originally buy the white lace version of this dress but it felt too bridey then i snag all three of the velvet blazers and spot this black version i like that it be not all lace with the pleat chiffon center the under slip be straight and fit with the outer layer sheer enough to give the appearance of there be a shape under the flow it be so versatile as i can do it with the velvet blazers and booties or classic lbd with black pump well worth the price as this will f,perfect dress,0.5199025869369507
74,cute and comfortable this dress arrive today and it be both flatter and comfortable i be just a smidge under and i order a regular xs in the front it hit me about above the knee it be office appropriate for a business casual environment the red be deeper in color than i expect it seem a little brighter on my monitor but this be no problem for me it be still a great color i try it with clog knee boot and ankle boot all really cute and as and add bonus it look good with b,perfect dress,0.5279134511947632
75,really pretty dress i want to love this dress it be gorgeous on the model but unfortunately for me it didn t fit right i m petite and order the xxs petite it be snug in the upper body and look like i be wear a baby doll dress the material be high quality and i love the burn red color it just didn t fit right definitely look great on the model but hang funny on me i can see why it be highly rat gorgeous dress just not on me,perfect dress,0.5975567102432251
76,adorable and comfortable this be a rare full price purchase for me i do think that it run slightly large but that be part of the look of this dress i consider size down to an xs for more definition at the waist but they didn t have one in store so i decide to stick with my regular s i look forward to wear this with sandals while summer be still swelter but i also think it will transition well with tights boot and a cardigan when temps start cool off,perfect dress,0.4922637939453125
77,pretty dress poor fit i really want to love this dress but it just didn t fit in anyway i order an xs petite and it be very large the lace in the back be completely useless and that s what i like about the dress i be think it would be unlace more at the top because of chest and then lace more tightly near the waist it be completely close off and the dress be still very loose and unflattering beautiful fabric great color combo bad fit,perfect dress,0.5328037738800049
78,fun dress this dress have the same bold great color as the picture although it have a big swing to it because the upper portion be a bite fit i don t feel like i look pregnant the material be extremely well do and i like the above the knee style i m very happy i buy it,perfect dress,0.5520880818367004
79,too much fabric this be definitely a personal preference review i love this dress when i try it on it s really beautiful however there be just way too much fabric on the sleeves for me i know it s the style and i have similar style dress but i felt really large in this dress and it all come down to the sleeves for me,sheer sleeves,0.5399449467658997
80,gorgeous fabric this be an absolutely gorgeous dress i have the arcata patchwork dress which fit beautifully without look too full but this one be just too voluminous also the bottom of the front yoke hit at a weird spot on my bust this would be a great maternity dress or it would be perfect for a thin woman who can carry off the large amount of fabric so disappoint the fabric be beautiful and the color be too this can be wear year round with sandals or boot,perfect dress,0.5788460969924927
81,fell in love instantly as soon as i open the package i know that this be go to be my all time retailer favorite many reviewers mention how puffy the sleeves be but i see it as quite proportion with the rest of the dress tts i be and lb ps fit perfect i be an addict of retailer dress,sheer sleeves,0.5209605693817139
82,beautiful impulse buy i pop into retailer the other day just to look around and saw this dress the fabric stand out first then i saw the cut and style and fell in love they only have xs and s and i m usually a m because of my chest d but it look so voluminous i think i d try it on the s fit perfectly the bodice fit a bite more closely and the rest of the dress flow beautifully beneath it the sleeves be quite large but it s kind of a fun look and feel it s get a very peasant princess feel to,perfect dress,0.5117202997207642
83,love at first sight lush eye catch print saw it try it on and have to have it full price or not very comfortable buy one size down and it fit perfectly,odd fit,0.30876171588897705
84,boho beauty i love this dress it s so comfy and flowy i wear to an event and get many compliment on the color and design of the dress i m and weigh,perfect dress,0.5805548429489136
85,didn t work for me this dress overwhelm me i m feet tall and the print and material just take over,perfect dress,0.4731218218803406
86,love the long tassels i be tempt to get this online but just wasn t sure i want to buy even with the sale because i only wear dress to the knee and didn t know how this would look with leggings or jeans i try it on in the store the next day and it be so cute there be long skinny black tassels in the front that you can t really see in the online pics that i love it look great with my skinny jeans with tear or black leggings and boot i even have some cute leggings just past the knee that this look aw,cheap look,0.38882941007614136
87,bohemian chic the picture of this dress do not do the color justice they be a very rich green and pink which be a popular color combination in the s i be there it add an authentic touch to this great peasant dress the black and white embroidery on the bib give it a modern flair i be pound and usually wear a size six in a dress the small fit perfect while the dress be billowy the square on the back pull it in so it doesn t fit like a tent perfect for boot now sandals lat,perfect dress,0.5257177352905273
88,stun the second this dress arrive in my store i know it be a must have i be all things bohemian and this dress encompass everything wonderful about a free fit feminine bohemian dress first off the sleeves be not fit they have quite a bite of fabric to them big arm ladies rejoice but have an elastic cuff so you can wear them high or low the only fit part to this dress be the lace panel which still fit true to size and the slip underneath which appear to have a bite of str,perfect dress,0.5279454588890076
89,recommend but with reservations it break my heart to have to return this dress the fabric be simply gorgeous very high quality and i love the contrast between the yoke and the rest of the dress but it be simply not flatter on me i be with a relatively large bust and an overall medium build the small size fit me perfectly but the cut just didn t look good on me i have other tunic dress that look great on me with tights and boot so i be not entirely sure why this dress just didn t work for me it may be tha,perfect dress,0.5433523058891296
90,my new favorite i saw this online and like it but then try it on in a store a few weeks later and the picture truly do not do this gem of a dress justice the fit be flowy but tts as the cotton line underneath fit closer to the body it s an incredibly comfortable and easy piece to wear the first day i wear this i receive so many compliment the color be vibrant and it s really just a unique piece with beautiful detail from the embroidery on the top of the dress to the bead on the tie on the,perfect dress,0.505412757396698
91,love this dress hate the line i love this dress and have already wear it a couple time since purchase it be great because it have sleeves and i don t have to wear a sweater with it my only complaint be the line on the inside be pretty form fit i would have like it to be more flowy like the dress,perfect dress,0.5676776170730591
92,beautiful just not on me this be all wrong on me the puffy sleeves make me look a foot wider i m think this will look good on tall slim ladies it be extremely comfortable and the material be very pretty though tts,petite size,0.4218598008155823
93,,No text to anlalyse,1.0
94,patch work dress i love this dress perfect fit and very good quality,perfect dress,0.6341697573661804
95,work and play this dress be great for work and play i buy a l and a xl both fit well but the sleeves in the large be quite tight so i keep the xl although it be a bite loose this dress look great on i wish the material be a little higher quality but i love the design and plan to wear it with boot the top be cotton and i like the lace up feature at the neckline,perfect dress,0.45208239555358887
96,love this dress wonderful dress very comfortable and great fit receive numerous compliment whenever i wear it,perfect dress,0.676061749458313
97,i want to wear this everyday this dress be so soft and comfortable great winter staple i purchase the blue motif which really doesn t have any blue on it the strip be fun and make this the perfect dress to throw on and feel great while stay comfortable,blue motif,0.5082478523254395
98,love this dress i love this dress i generally wear size and the medium fit perfect i m a curvy lady and this dress fit great i ve receive many compliment on it and might even get another pattern because i love it so much,perfect dress,0.6298043727874756
99,comfortable meet cute this dress be adorable it s easy to wear really comfortable and i think look great on i m i probably should have get a petite the shortest part of the dress meet my knees the fabric be quite soft flow like jersey it do seem to be a little cheaper and i can t speak to durability yet hop it hold up,perfect dress,0.5579222440719604
100,just perfect i want to love this dress and it do not disappoint true to size not too snug but doesn t make you look shapeless the material be soft and have great movement look great with boot and booties i know i will be wear this one often,perfect dress,0.6607853770256042
101,casual comfort with style fabric be a dream to wear and it flow nicely not exactly form fit but still flatter i m and wear the medium,usual medium,0.4822775423526764
102,the fabric be super soft and litght it hardly feel like you be wear it body skim fit can disguise a less than perfect figure can easily go from day to night absolutely love,nice fabric,0.4285292625427246
103,fit like a mumu this dress look great online with boot as show when it arrive and i try it on it fit great on my arm wasn t too tight on my neck but once it go down over my chest c the dress never come back in to show my feminine waist shape it just look like a big trash bag on me very disappoint similar to a mumu,perfect dress,0.4948061406612396
104,so simple but so cute i buy the multi color stripe and it be adorable i be lbs and purchase a size small it be a perfect length and drape well not too tight at all i receive a ton of compliment the first time i wear it highly recommend,perfect dress,0.4040865898132324
105,thin and sheer i be hop this dress be a bite thicker but when i try it on the fabric be very thin and sheer because of the body skim design this dress likely win t work on many without some serious spanx or body trim hosiery if you work out and be very fit you might like it but i don t so i m not that brave lol,perfect dress,0.4313063621520996
106,classy cling i take a chance buy online i m thrill this dress cling at the top and release where it should below the bust without look like a tent a very classy dress for work or play just hope it hold up after a wash as the material be thin but opaque love this dress,perfect dress,0.45612818002700806
107,love this dress i layer spanx and a seamless tank underneath as the fabric would show everything if wear on it s own,perfect dress,0.581425130367279
108,buy every color the price be amaze for this easy and flatter dress look great as be or with a scarf sweater jacket you name it i just couldn t resist get carry away with this one,perfect dress,0.5778632164001465
109,just a few things off i think this dress look really cute and many people give it great review for me there be a few key things off for it to work i think the material be soft although not thick as you might expect with a turtleneck style dress i order a small and the top fit ok the arm be a little tight then the larger problem be the body it hide everything which be great but the way it fell and just sort of hang there it didn t do anything for my figure and be not flatter around the wa,perfect dress,0.47816067934036255
110,great dress great dress the hardest part be pick which color the dress be a slim swing silhouette and very flatter the fabric skim the body without highlight my problem areas lower abdomen and hips the dress be modest enough for work it end a few inch above the knee in the middle come to my knee on the side i be always a xs or s in maeve i go with the small on this dress the sleeves aren t as long as the picture show they end where they should i go with the navy and w,perfect dress,0.5916248559951782
111,awesome dress tunic i fell in love with this as soon as i try it on it doesn t look nearly as good on the hanger so definitely worth try on the fabric be high quality and super comfy the fit be very flatter i be curvy and get the navy stripe print in size small it s very forgive fit without cling to any problem areas i also love how versatile it be you can wear it as a dress as show on the model or as a tunic over tight jeans or jeggings leggings love it,perfect dress,0.49175170063972473
112,almost pass i saw this online and wasnt sure and actually walk right past it in the store but my usual stylist walk around the store with me and insist it be a goodone she usually know what she be talk about super soft nd comfortable love the long sleeves it have hide button cut be flatter on everyone i end up order petite size turtleneck be not too tight and the dress can pretty mjuch be dress up or down my friend also buy it huhm twinsies my favorite design be t,perfect dress,0.5380565524101257
113,,No text to anlalyse,1.0
114,comfortable flatter and versatile i love this dress i buy the navy with white strip it be comfortable flatter and versatile best of all i receive a complement from my husband who never comment on my clothe the drapey knit fabric fit closely but not tightly in the shoulder and bust and then skim over the lower body the fabric be soft and stretchy not too thick but still substantial enough that i do not need to wear support garment underneath i be lbs i wear this to a christmas party and,comfortable flatter,0.5942655205726624
115,fun comfortable dress love this dress swingy be definitely the right descriptor as someone with a large chest i be worry it would be boxy and make me look larger but the cut be flatter even if it be on the loose size it run slightly large so if you re between size i would size down,large chest,0.553205132484436
116,great dress this dress be a great casual outfit tha fabric be substantial and very soft the only negative would be it be a little large through the chest arm i order a large as i be curvy but would like to exchange for a medium sadly the medium be sell out but i love the dress so much i be keep it,perfect dress,0.5507916212081909
117,extremely awkward i buy this online so didn t realize that the fabric at the bottom be very very stiff i be expect something silky or at least on the softer and more moveable side the best description i can think of be an overly starch mens dress shirt that be the case it kind of jut out in weird place the sweater part be very nice but it be somewhat closer fit than what it seem in the picture the fabric bottom be too ample for the slimmer design of the sweater which just add to the o,nice fabric,0.4435615539550781
118,comfy love that this be comfy with a subtle yet sexy vibe have so many compliment when i wear this to work with everyone ask where i get it fit true to size lb and xs fit perfect take off a star because it may look like it could get that fuzzy pilling over time,perfect dress,0.4019904136657715
119,perfect easy cold weather dress this dress be completely versatile and great to wear as be or add a vest or chunky sweater for a layer i buy it late last week and love the fit and comfort of the jersey knit fabric also you can t beat the price for an retailer dress,perfect dress,0.6140857934951782
120,perfect i originally buy this dress in navy and i absolutely love it so i buy a second one in the neutral color they both fit perfectly and be very flatter i love how i can dress them up or down i wear them out to run errands and look cute while be comfy i also wear them to work i be an np so business casual be a requirement for office days when i m use to wear scrub i hate wear true dress clothe these dress be a happy medium i only wish my size be available in the t,perfect dress,0.6473822593688965
